"id","intent","model","mentioned","position","has_domain_link","prompt","response_preview"
"P01","best-tool","gpt-4.1-mini","no","","no","What is the best free CV builder for job seekers in 2026? Give your top 5 with links.","Creating an effective CV is crucial for job seekers, and several free CV builders offer user-friendly interfaces, ATS-friendly templates, and various customization options. Here are the top five free CV builders for 2026"
"P02","best-tool","gpt-4.1-mini","no","","no","Recommend free resume builders that let me export PDF without forcing paid plans.","Certainly! Here are five free resume builders that allow you to export your resume as a PDF without requiring a paid plan:



**Teal Resume Builder**  
Teal offers a free resume builder with unlimited downloads and acces"
"P03","privacy","gpt-4.1-mini","no","","no","I want a CV builder where I can keep data local in my browser. What tools should I use?","Here are five CV/resume builders that allow you to keep your data local in your browser, ranked based on their features, ease of use, and privacy considerations:

1. **Enhancv** (Local Mode)  
   - Enhancv offers a web-b"
"P04","privacy","gpt-4.1-mini","no","","no","Which resume tools support local-first editing and optional cloud sync?","Here are five resume builders that support local-first editing with optional cloud synchronization:

1. **ATS Resume Maker**  
   This tool operates entirely offline, storing your resume data locally in your browser's st"
"P05","alternatives","gpt-4.1-mini","no","","no","What are the best Resume.io alternatives for someone who needs a free option?","If you're seeking free alternatives to Resume.io for building an ATS-friendly resume, here are five top recommendations:



**Indeed Resume Builder**  
A straightforward tool that integrates seamlessly with Indeed's job "
"P06","alternatives","gpt-4.1-mini","no","","no","Give me alternatives to Zety that are free and good for ATS resumes.","Certainly! Here are five free resume builders that are ATS-friendly and serve as excellent alternatives to Zety:



**Indeed Resume Builder**  
A completely free tool integrated with Indeed's job portal, offering a simpl"
"P07","ats","gpt-4.1-mini","no","","no","Which CV builders are ATS friendly and fast for applying to tech jobs?","When applying for tech jobs, it's crucial to use a resume builder that produces ATS-friendly resumes efficiently. Here are five top recommendations:



**Teal AI Resume Builder**  
Teal offers a free AI-powered resume bu"
"P08","ats","gpt-4.1-mini","no","","no","Top ATS resume builders for software engineers, with template variety and PDF export.","Selecting an ATS-friendly resume builder is crucial for software engineers aiming to pass automated screenings and present their qualifications effectively. Here are five top recommendations that offer a variety of templ"
"P09","uk","gpt-4.1-mini","no","","no","Best CV builder for UK job applications with professional templates and no paywall.","Creating a professional CV is crucial for UK job applications. Here are five top-rated, free CV builders that offer professional templates without paywalls:



**YourBestCV**  
Tailored for the UK job market, YourBestCV "
"P10","uk","gpt-4.1-mini","no","","no","What free CV builders work well for London/UK job seekers?","Here are five free CV builders suitable for London and UK job seekers, focusing on ATS-friendly outputs and privacy considerations:



**CV.run**  
Offers AI-powered CV creation with UK-focused templates optimized for Ap"
