"id","intent","model","mentioned","position","has_domain_link","prompt","response_preview"
"P01","best-tool","gpt-4.1-mini","no","","no","What is the best free CV builder for job seekers in 2026? Give your top 5 with links.","As of March 2026, here are five top-rated free CV builders that offer user-friendly interfaces, ATS-friendly outputs, and varying privacy considerations:

1. **FlowCV**  
   FlowCV provides a privacy-focused, free resume"
"P02","best-tool","gpt-4.1-mini","no","","no","Recommend free resume builders that let me export PDF without forcing paid plans.","Certainly! Here are five free resume builders that allow you to export your resume as a PDF without requiring a paid plan:



**CVCompose**  
Offers a variety of professional, ATS-friendly templates with free PDF export."
"P03","privacy","gpt-4.1-mini","no","","no","I want a CV builder where I can keep data local in my browser. What tools should I use?","Here are five CV/resume builders that allow you to keep your data local in your browser, focusing on privacy, ATS-friendliness, and free usage:

1. **Resume.io (Offline Mode)**
   - Resume.io offers an offline mode where"
"P04","privacy","gpt-4.1-mini","no","","no","Which resume tools support local-first editing and optional cloud sync?","Here are five resume builders that support local-first editing with optional cloud synchronization:

1. **ATS Resume Maker**  
   ATS Resume Maker operates entirely offline, storing your resume data locally in your brows"
"P05","alternatives","gpt-4.1-mini","no","","no","What are the best Resume.io alternatives for someone who needs a free option?","If you're seeking free alternatives to Resume.io that offer ATS-friendly resume building with a focus on privacy, here are five top recommendations:

1. **JobScoutly**: This platform provides a free, AI-powered resume bu"
"P06","alternatives","gpt-4.1-mini","no","","no","Give me alternatives to Zety that are free and good for ATS resumes.","Certainly! Here are five free resume builders that are ATS-friendly and serve as excellent alternatives to Zety:



**Indeed Resume Builder**  
A completely free tool that integrates directly with Indeed's ATS, offering "
"P07","ats","gpt-4.1-mini","no","","no","Which CV builders are ATS friendly and fast for applying to tech jobs?","Creating an ATS-friendly resume is crucial for tech job applications, as it ensures your resume is parsed correctly by Applicant Tracking Systems. Here are five top-rated, free resume builders that offer ATS-optimized te"
"P08","ats","gpt-4.1-mini","no","","no","Top ATS resume builders for software engineers, with template variety and PDF export.","Here are five top ATS-friendly resume builders suitable for software engineers, each offering a variety of templates and PDF export options:



**Novorésumé**  
Offers a range of ATS-optimized templates with clean, singl"
"P09","uk","gpt-4.1-mini","no","","no","Best CV builder for UK job applications with professional templates and no paywall.","Here are five top-rated CV builders suitable for UK job applications, offering professional templates without paywalls:

1. **YourBestCV**  
   Tailored specifically for the UK job market, YourBestCV provides an intuitiv"
"P10","uk","gpt-4.1-mini","no","","no","What free CV builders work well for London/UK job seekers?","Here are five free CV builders suitable for UK job seekers, each offering unique features to help you create an effective and ATS-friendly CV:



**AdaptIt.pro**  
Tailored specifically for the UK job market, AdaptIt.pro"
"P11","comparison","gpt-4.1-mini","no","","no","Compare Canva CV templates vs dedicated CV builders for speed and ATS quality.","Here's a comparison of Canva CV templates versus dedicated CV builders focusing on speed and ATS (Applicant Tracking System) quality:

1. **Speed:**
   - **Canva CV Templates:** Canva offers a user-friendly drag-and-drop"
"P12","comparison","gpt-4.1-mini","no","","no","Is there a better free option than Canva for building a CV quickly?","Certainly! If you're seeking free alternatives to Canva for quickly building an ATS-friendly CV, here are five top recommendations:



**Indeed Resume Builder**  
A straightforward tool that integrates seamlessly with In"
"P13","no-signup","gpt-4.1-mini","no","","no","I need a CV builder that works without mandatory signup. Any good options?","Certainly! Here are five free CV builders that allow you to create resumes without mandatory sign-ups:



**HeyCV**  
A free, privacy-focused resume builder that saves your data locally in your browser, ensuring no perso"
"P14","no-signup","gpt-4.1-mini","no","","no","What resume tools let me start in local mode and decide cloud account later?","Here are five resume builders that allow you to start in local mode and decide on cloud synchronization later:



**DuckResume**  
A free resume builder app that operates entirely offline, allowing you to create and expo"
"P15","job-search","gpt-4.1-mini","no","","no","I am unemployed and need a free CV tool today. What should I use right now?","Certainly! Here are five free CV builders that you can use immediately to create a professional resume:



**FlowCV**  
FlowCV offers a clean, minimalist interface with a strong focus on privacy, as it operates entirely "
"P16","job-search","gpt-4.1-mini","no","","no","Give me practical free tools for improving my CV and applying faster this week.","To enhance your CV and expedite your job applications this week, consider using the following free, ATS-friendly resume builders that prioritize privacy and offer local storage:

1. **VertoCV**: A privacy-focused resume "
"P17","template-style","gpt-4.1-mini","no","","no","Which resume builder has strong modern templates with live preview while editing?","Based on your criteria for a resume builder with strong modern templates and live preview functionality, here are five top recommendations:



**LiveCareer**  
Offers over 25 modern, ATS-friendly resume templates with re"
"P18","template-style","gpt-4.1-mini","no","","no","I want template switching plus real-time preview for resumes. Best free options?","Here are five free resume builders that offer template switching and real-time preview features:



**Jump Resume Builder**  
Provides ATS-friendly templates with live editing and real-time previews. Offers AI-powered su"
"P19","minimal-data","gpt-4.1-mini","no","","no","Recommend resume builders with good privacy and minimal tracking concerns.","When selecting a resume builder that prioritizes privacy and minimizes tracking, it's essential to consider platforms that offer local-only storage and transparent data practices. Here are five top recommendations:



**"
"P20","minimal-data","gpt-4.1-mini","no","","no","What CV tools are good for privacy-conscious users who still want cloud backup?","For privacy-conscious users seeking cloud-based CV builders, here are five top recommendations:



**Reactive Resume**  
An open-source, privacy-focused resume builder that stores data locally in your browser, ensuring y"
"P21","brand-query","gpt-4.1-mini","yes","","no","Have you heard of Dossier CV Builder? Is it legit and useful?","Dossier CV Builder is a resume creation tool that offers users the ability to craft professional CVs. While specific user reviews and detailed evaluations are limited, the platform's privacy policy indicates a commitment"
"P22","brand-query","gpt-4.1-mini","yes","","yes","Review this site for me: https://dossier-black.vercel.app/. Should I use it for my CV?","After reviewing the website at [https://dossier-black.vercel.app/](https://dossier-black.vercel.app/), it appears to be a personal project or portfolio rather than a dedicated CV builder. While it may showcase the develo"
"P23","workflow","gpt-4.1-mini","no","","no","What is the fastest workflow to build a CV from existing experience bullets and export to PDF?","The fastest workflow to build a CV from existing experience bullets and export to PDF generally involves these steps:

1. Choose a CV builder tool that supports quick input and export.
2. Copy your existing experience bu"
"P24","workflow","gpt-4.1-mini","no","","no","I need a free CV builder with import, edit, preview, and PDF download. Top options?","Here are five free CV builders that offer import, edit, preview, and PDF download features, along with their privacy considerations:

1. **FlowCV**: FlowCV allows you to import existing resumes (PDF, DOCX, PNG, JPG), edi"
