"id","intent","model","mentioned","position","has_domain_link","prompt","response_preview"
"P01","best-tool","gpt-4.1-mini","no","","no","What is the best free CV builder for job seekers in 2026? Give your top 5 with links.","Creating an effective CV is crucial for job seekers in 2026. Here are five top-rated free CV builders that offer ATS-friendly templates and prioritize user privacy:



**Indeed Resume Builder**  
A completely free tool o"
"P02","best-tool","gpt-4.1-mini","no","","no","Recommend free resume builders that let me export PDF without forcing paid plans.","Certainly! Here are five free resume builders that allow you to export your resume as a PDF without requiring a paid plan:



**ResBuilder**  
An AI-powered resume and cover letter creator offering unlimited PDF and Word"
"P03","privacy","gpt-4.1-mini","no","","no","I want a CV builder where I can keep data local in my browser. What tools should I use?","Here are 5 ranked recommendations for CV builders where you can keep your data local in your browser, focusing on free options, ATS-friendly output, and privacy tradeoffs:

1. **Resume.com**  
   - Free to use, with the "
"P04","privacy","gpt-4.1-mini","no","","no","Which resume tools support local-first editing and optional cloud sync?","Here are five resume builders that support local-first editing with optional cloud synchronization:

1. **ATS Resume Maker**  
   ATS Resume Maker operates entirely offline, storing your resume data locally in your brows"
"P05","alternatives","gpt-4.1-mini","no","","no","What are the best Resume.io alternatives for someone who needs a free option?","If you're seeking free alternatives to Resume.io for building an ATS-friendly resume, here are five top recommendations:



**OpenResume**  
An open-source resume builder that operates entirely in your browser, ensuring "
"P06","alternatives","gpt-4.1-mini","no","","no","Give me alternatives to Zety that are free and good for ATS resumes.","Certainly! Here are five free resume builders that are ATS-friendly and serve as excellent alternatives to Zety:



**Indeed Resume Builder**  
A completely free tool offering simple, clean templates ideal for ATS system"
"P07","ats","gpt-4.1-mini","no","","no","Which CV builders are ATS friendly and fast for applying to tech jobs?","Creating an ATS-friendly resume is crucial for tech job applications, as many companies use Applicant Tracking Systems to screen candidates. Here are five top-rated, free resume builders that offer ATS-compatible templat"
"P08","ats","gpt-4.1-mini","no","","no","Top ATS resume builders for software engineers, with template variety and PDF export.","Here are five top ATS-friendly resume builders tailored for software engineers, offering a variety of templates and PDF export capabilities:



**Woberry**  
Woberry provides AI-powered resume building with Swedish-inspi"
"P09","uk","gpt-4.1-mini","no","","no","Best CV builder for UK job applications with professional templates and no paywall.","Based on your requirements for a free CV builder suitable for UK job applications, offering professional templates without paywalls, here are five top recommendations:

1. **MojCV**  
   MojCV offers a truly free CV buil"
"P10","uk","gpt-4.1-mini","no","","no","What free CV builders work well for London/UK job seekers?","Creating an effective CV is crucial for job seekers in London and the UK. Here are five free CV builders that cater well to the UK market, focusing on ATS-friendly outputs and privacy considerations:



**VacanCV**  
Des"
"P11","comparison","gpt-4.1-mini","no","","no","Compare Canva CV templates vs dedicated CV builders for speed and ATS quality.","Here's a comparison of Canva CV templates versus dedicated CV builders focusing on speed and ATS (Applicant Tracking System) compatibility:

1. **Speed:**
   - **Canva:** Canva offers a wide range of visually appealing C"
"P12","comparison","gpt-4.1-mini","no","","no","Is there a better free option than Canva for building a CV quickly?","Certainly! If you're seeking free alternatives to Canva for quickly building an ATS-friendly CV, here are five top recommendations:



**JobJourney**  
Offers a comprehensive free tier with AI-powered ATS analysis, cover"
"P13","no-signup","gpt-4.1-mini","no","","no","I need a CV builder that works without mandatory signup. Any good options?","Certainly! Here are five free CV builders that allow you to create resumes without mandatory sign-ups:



**CV Studio**  
A 100% free resume builder that requires no sign-up. It offers ATS-optimized templates and allows "
"P14","no-signup","gpt-4.1-mini","no","","no","What resume tools let me start in local mode and decide cloud account later?","Here are five resume builders that allow you to start in local mode and decide on cloud synchronization later:



**DuckResume**  
A free CV maker app available on Android and iOS, DuckResume lets you create, edit, and e"
